Date,Forecast,Lower CI,Upper CI
2025-02-28,7639.501182536305,-91763.39111032017,107042.39347539278
2025-03-31,-25644.50330260581,-182835.56738881776,131546.5607836061
2025-04-30,-53716.33760301625,-252555.78605510422,145123.11084907176
2025-05-31,-60899.83331497619,-294063.34223725303,172263.67560730065
2025-06-30,-65836.3714656249,-328882.59843944164,197209.85550819186
2025-07-31,-83777.28410895343,-373641.7578848162,206087.18966690934
