Date,Forecast,Lower CI,Upper CI
2025-02-28,8666.682393800818,-97409.62459703046,114742.98938463209
2025-03-31,-28169.396976448035,-196053.21348495525,139714.41953205917
2025-04-30,-58396.54206472736,-270805.9787335013,154012.8946040466
2025-05-31,-67114.19654461707,-316213.6982030234,181985.30511378928
2025-06-30,-73653.184597935,-354692.95877052756,207386.58957465756
2025-07-31,-93841.24409301972,-403544.56601172977,215862.07782569036
