Date,Forecast,Lower CI,Upper CI
2025-02-28,-811.1210734325371,-343784.1667973824,342161.9246505173
2025-03-31,-190789.5758842573,-695326.736831715,313747.5850632003
2025-04-30,-360995.6398436493,-986683.2483678067,264691.968680508
2025-05-31,-552101.6635480033,-1279021.3428416906,174818.01574568404
2025-06-30,-732347.3995826831,-1548030.8288787524,83336.02971338609
2025-07-31,-902439.4525474283,-1798132.8674567677,-6746.0376380890375
